PoleNum,Latitude,Longitude,Ownership%,Owner1,Owner2,Owner3,Attachment#,"Renter Company","Start Date","Attachment Asset Type","Attachment Type","Attachment Method","Colashed to",Comment1,Comment2,"Pole Status","Attachment Status","Pole Mobile3","Valid Attachment","Data as of"
1334828,47.666355573704,-122.3172902978,100,SCL,,,3429403,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1329136,47.666481595991,-122.312039757,100,SCL,,,3429386,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1334608,47.66705923501,-122.3184775157,50,SCL,CLINK,,3429397,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1334609,47.667065932162,-122.31960415,100,SCL,,,3429398,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1334829,47.666177125041,-122.3172999144,50,SCL,CLINK,,3429404,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1334866,47.666499826992,-122.3136554328,33,SCL,CLINK,METRO,3429406,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1334843,47.666836987904,-122.3172891171,100,SCL,,,3429405,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
2858656,47.66638220646,-122.3164460937,100,SCL,,,3429418,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1334720,47.667165382631,-122.3180597765,100,SCL,,,3429402,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1334588,47.666496392038,-122.3152907896,100,SCL,,,3429396,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1334711,47.667167648917,-122.3172908426,100,SCL,,,3429401,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1334996,47.666500354119,-122.3146276276,100,SCL,,,3429412,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1334989,47.666496157137,-122.3143387749,100,SCL,,,3429411,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1334502,47.665939223551,-122.3206147401,50,SCL,CLINK,,3429390,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1334503,47.665630845688,-122.3206067867,100,SCL,,,3429391,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1334506,47.666386593608,-122.3206031826,100,SCL,,,3429392,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1334522,47.666719721509,-122.3206050005,50,SCL,CLINK,,3429394,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1334523,47.667043330015,-122.3206008623,50,SCL,CLINK,,3429395,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1334521,47.665290620111,-122.3206061224,100,SCL,,,3429393,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1334644,47.666487728338,-122.3157882011,50,SCL,CLINK,,3429400,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1334917,47.667408290725,-122.3206007488,100,SCL,,,3429407,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1334947,47.666519472659,-122.316404076,100,SCL,,,3429409,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1334948,47.666527215058,-122.3162094551,100,SCL,,,3429410,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1334934,47.666387519949,-122.3168301811,50,SCL,CLINK,,3429408,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
3395260,47.667054778765,-122.3200671877,100,SCL,,,3429420,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1329338,47.666498103178,-122.3132182071,50,SCL,METRO,,3429387,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1329444,47.66648146926,-122.3125142741,50,SCL,CLINK,,3429389,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1329359,47.666484945321,-122.312880107,100,SCL,,,3429388,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1334616,47.667060516016,-122.3188209651,50,SCL,CLINK,,3429399,"AT&T CORP",2021/07/09,JUATTACH,CABLE,DIRECT,,"App# 20-117",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1366257,47.674617068135,-122.3865040997,50,SCL,CLINK,,3429609,CENTURYLINK,2021/08/12,JUATTACH,CABINET,DIRECT,,"App# 20-097",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1334434,47.672423913323,-122.2942330326,50,SCL,CLINK,,3429852,CENTURYLINK,2021/11/18,JUATTACH,CABINET,DIRECT,,"QS Audit Finds.",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1352620,47.734452193882,-122.3289742186,100,SCL,,,3428071,CENTURYLINK,2021/05/12,JUATTACH,CABINET,DIRECT,,"App# 21-033",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1328950,47.502885206559,-122.2935069709,50,SCL,CLINK,,3427919,"COMCAST SEATTLE",2021/04/26,JUATTACH,CABLE,DIRECT,,"App# 20-163",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1322052,47.612449325138,-122.3074357316,50,SCL,CLINK,,3427521,"COMCAST SEATTLE",2021/05/20,JUATTACH,CABLE,DIRECT,,"App# 19-058",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327829,47.586584483184,-122.2980066492,33,SCL,CLINK,METRO,3429262,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327533,47.588881602749,-122.293663892,50,SCL,CLINK,,3429205,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327530,47.589372304204,-122.2936513092,50,SCL,CLINK,,3429203,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327532,47.589100805506,-122.2936546386,50,SCL,CLINK,,3429204,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327725,47.582964871853,-122.2945678705,50,SCL,CLINK,,3429228,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327831,47.587205144195,-122.2979949263,33,SCL,CLINK,METRO,3429264,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327832,47.587455947847,-122.2979934706,33,SCL,CLINK,METRO,3429265,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327833,47.587565933764,-122.2979928867,50,SCL,CLINK,,3429266,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1322134,47.612144096312,-122.3074392509,50,SCL,CLINK,,3427522,"COMCAST SEATTLE",2021/05/20,JUATTACH,CABLE,DIRECT,,"App# 19-058",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1326551,47.538398382601,-122.2951375066,50,SCL,METRO,,3428081,"COMCAST SEATTLE",2021/06/25,JUATTACH,CABLE,DIRECT,,"App# 21-056",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1326552,47.538211530385,-122.2948502997,50,SCL,METRO,,3428082,"COMCAST SEATTLE",2021/06/25,JUATTACH,CABLE,DIRECT,,"App# 21-056",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327529,47.589386029028,-122.2939137499,50,SCL,CLINK,,3429202,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327724,47.582962695713,-122.2950424148,50,SCL,CLINK,,3429227,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327721,47.583271980686,-122.2950368745,50,SCL,CLINK,,3429224,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327722,47.584398581473,-122.2950429664,50,SCL,CLINK,,3429225,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327723,47.584009164519,-122.2950259561,50,SCL,CLINK,,3429226,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327830,47.58685444688,-122.2979947888,33,SCL,CLINK,METRO,3429263,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327964,47.587915741478,-122.2943152846,50,SCL,CLINK,,3429229,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327539,47.587177540721,-122.2937433642,50,SCL,CLINK,,3429211,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327537,47.587596380367,-122.2936683775,50,SCL,CLINK,,3429209,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327538,47.587388927447,-122.2936807972,50,SCL,CLINK,,3429210,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327646,47.587947562739,-122.2931606512,100,SCL,,,3429213,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1327714,47.585121911241,-122.2950219322,50,SCL,CLINK,,3429218,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327711,47.585521254411,-122.2950132831,50,SCL,CLINK,,3429215,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327712,47.585513604238,-122.2956299149,50,SCL,CLINK,,3429216,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327713,47.585512762662,-122.2945003575,50,SCL,CLINK,,3429217,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327805,47.579300019913,-122.2960766722,100,SCL,,,3427643,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1327806,47.579022605688,-122.2960709063,100,SCL,,,3427644,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1327807,47.578748754546,-122.2960652414,50,SCL,CLINK,,3427645,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327540,47.586829457628,-122.2943297935,50,SCL,CLINK,,3429212,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327649,47.586840557102,-122.2937643102,50,SCL,CLINK,,3429214,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327701,47.58766495509,-122.2960356528,50,SCL,CLINK,,3429255,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327702,47.58734371932,-122.2960472987,50,SCL,CLINK,,3429256,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327703,47.587135874211,-122.2960475396,50,SCL,CLINK,,3429257,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327705,47.586914947486,-122.2954443302,50,SCL,CLINK,,3429258,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327706,47.586485937951,-122.2956896491,50,SCL,CLINK,,3429259,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327707,47.586273050323,-122.2957643195,50,SCL,CLINK,,3429260,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327534,47.588523804922,-122.293661558,50,SCL,CLINK,,3429206,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327535,47.588222269691,-122.2936551281,50,SCL,CLINK,,3429207,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327536,47.587931216849,-122.2936652038,50,SCL,CLINK,,3429208,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1327812,47.578775636001,-122.2957528133,100,SCL,,,3427646,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1327804,47.579575459711,-122.2960653627,100,SCL,,,3427642,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1327801,47.580438978988,-122.2962805894,100,SCL,,,3427639,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1327802,47.580068463105,-122.2961428593,100,SCL,,,3427640,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1327803,47.579853482733,-122.2960877607,100,SCL,,,3427641,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1307680,47.59480584646,-122.3010855972,33,SCL,CLINK,METRO,3427349,"COMCAST SEATTLE",2021/06/04,JUATTACH,CABLE,DIRECT,,"App# 19-020",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1307726,47.59276038565,-122.2944982523,50,SCL,CLINK,,3427444,"COMCAST SEATTLE",2021/05/26,JUATTACH,CABLE,DIRECT,,"App# 19-021",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1307727,47.591185624821,-122.294535354,50,SCL,CLINK,,3427445,"COMCAST SEATTLE",2021/05/26,JUATTACH,CABLE,DIRECT,,"App# 19-021",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1307682,47.594034540269,-122.3010845253,33,SCL,CLINK,METRO,3427351,"COMCAST SEATTLE",2021/06/04,JUATTACH,CABLE,DIRECT,,"App# 19-020",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1307683,47.593683274017,-122.3010859724,33,SCL,CLINK,METRO,3427352,"COMCAST SEATTLE",2021/06/04,JUATTACH,CABLE,DIRECT,,"App# 19-020",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1307684,47.593346613244,-122.3010817511,33,SCL,CLINK,METRO,3427353,"COMCAST SEATTLE",2021/06/04,JUATTACH,CABLE,DIRECT,,"App# 19-020",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
2818929,47.5425769465,-122.321549934,100,SCL,,,3428076,"COMCAST SEATTLE",2021/05/25,JUATTACH,CABLE,DIRECT,,"App# 21-043",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
2791920,47.612831491217,-122.3040343423,50,SCL,CLINK,,3425789,"COMCAST SEATTLE",2021/02/10,JUATTACH,CABLE,DIRECT,,"App# 19-057",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
3390543,47.606230819867,-122.306660136,100,SCL,,,3425610,"COMCAST SEATTLE",2021/01/22,JUATTACH,CABLE,DIRECT,,"App# 19-033",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
3402599,47.484869936708,-122.2532311797,50,SCL,CLINK,,3426013,"COMCAST SEATTLE",2021/01/14,JUATTACH,CABLE,DIRECT,,"App# 20-217",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
3402598,47.48538645595,-122.2532294398,50,SCL,CLINK,,3426012,"COMCAST SEATTLE",2021/01/14,JUATTACH,CABLE,DIRECT,,"App# 20-217",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
3417584,47.56209550931,-122.3615124857,100,SCL,,,3426018,"COMCAST SEATTLE",2021/03/11,JUATTACH,CABLE,DIRECT,,"App# 20-225",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
3417587,47.562457982763,-122.3616391699,100,SCL,,,3426019,"COMCAST SEATTLE",2021/03/11,JUATTACH,CABLE,DIRECT,,"App# 20-225",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
3417588,47.562677432516,-122.361675149,100,SCL,,,3426020,"COMCAST SEATTLE",2021/03/11,JUATTACH,CABLE,DIRECT,,"App# 20-225",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
3417652,47.618825891869,-122.3148618002,50,SCL,CLINK,,3428078,"COMCAST SEATTLE",2021/06/10,JUATTACH,CABLE,DIRECT,,"App# 21-047",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
3417582,47.561517642137,-122.3613668251,100,SCL,,,3426016,"COMCAST SEATTLE",2021/03/11,JUATTACH,CABLE,DIRECT,,"App# 20-225",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
3417583,47.561774453969,-122.3612794131,100,SCL,,,3426017,"COMCAST SEATTLE",2021/03/11,JUATTACH,CABLE,DIRECT,,"App# 20-225",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1351702,47.765170806834,-122.3630955623,50,SCL,ZIPLY,,3429586,"COMCAST SEATTLE",2021/07/30,JUATTACH,CABLE,DIRECT,,"App# 21-077",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1308563,47.611498774404,-122.3160819906,50,SCL,CLINK,,3427476,"COMCAST SEATTLE",2021/04/02,JUATTACH,CABLE,DIRECT,,"App# 19-050",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1308636,47.612819427191,-122.314952088,33,SCL,CLINK,METRO,3427480,"COMCAST SEATTLE",2021/04/02,JUATTACH,CABLE,DIRECT,,"App# 19-050",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1308626,47.613270298156,-122.3154289791,100,SCL,,,3427477,"COMCAST SEATTLE",2021/04/02,JUATTACH,CABLE,DIRECT,,"App# 19-050",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1308628,47.613042749647,-122.3154154483,50,SCL,METRO,,3427478,"COMCAST SEATTLE",2021/04/02,JUATTACH,CABLE,DIRECT,,"App# 19-050",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1308640,47.612299833575,-122.3148094545,50,SCL,CLINK,,3427482,"COMCAST SEATTLE",2021/04/02,JUATTACH,CABLE,DIRECT,,"App# 19-050",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1308639,47.61193127735,-122.3147995473,50,SCL,CLINK,,3427481,"COMCAST SEATTLE",2021/04/02,JUATTACH,CABLE,DIRECT,,"App# 19-050",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1308642,47.613000738084,-122.3153366995,50,SCL,METRO,,3427484,"COMCAST SEATTLE",2021/04/02,JUATTACH,CABLE,DIRECT,,"App# 19-050",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1308718,47.612781009668,-122.3166472291,33,SCL,CLINK,METRO,3427486,"COMCAST SEATTLE",2021/04/02,JUATTACH,CABLE,DIRECT,,"App# 19-050",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1308641,47.61174770649,-122.3153465514,50,SCL,CLINK,,3427483,"COMCAST SEATTLE",2021/04/02,JUATTACH,CABLE,DIRECT,,"App# 19-050",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1308818,47.612316552046,-122.3153446523,50,SCL,CLINK,,3427489,"COMCAST SEATTLE",2021/04/02,JUATTACH,CABLE,DIRECT,,"App# 19-050",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1308816,47.6133132589,-122.3153939216,50,SCL,METRO,,3427487,"COMCAST SEATTLE",2021/04/02,JUATTACH,CABLE,DIRECT,,"App# 19-050",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1308817,47.61211333564,-122.3153388657,50,SCL,CLINK,,3427488,"COMCAST SEATTLE",2021/04/02,JUATTACH,CABLE,DIRECT,,"App# 19-050",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1308819,47.612562103311,-122.3153428898,33,SCL,CLINK,METRO,3427490,"COMCAST SEATTLE",2021/04/02,JUATTACH,CABLE,DIRECT,,"App# 19-050",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
