PoleNum,Latitude,Longitude,Ownership%,Owner1,Owner2,Owner3,Attachment#,"Renter Company","Start Date","Attachment Asset Type","Attachment Type","Attachment Method","Colashed to",Comment1,Comment2,"Pole Status","Attachment Status","Pole Mobile3","Valid Attachment","Data as of"
1319567,47.586584488986,-122.2991171132,50,SCL,CLINK,,3429319,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319564,47.585844440089,-122.2990910584,50,SCL,CLINK,,3429316,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319565,47.586271919694,-122.298622414,33,SCL,CLINK,METRO,3429317,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319566,47.586262834764,-122.2990935146,50,SCL,CLINK,,3429318,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319697,47.586920401979,-122.296493077,50,SCL,CLINK,,3429246,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319695,47.587234584311,-122.2965175765,50,SCL,CLINK,,3429245,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319516,47.584448776885,-122.3025554106,50,SCL,CLINK,,3429314,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319568,47.586874539661,-122.2985425063,50,SCL,CLINK,,3429321,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319569,47.586969312709,-122.2990611184,50,SCL,CLINK,,3429322,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319570,47.587904868603,-122.299040439,50,SCL,CLINK,,3429269,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319998,47.581333467121,-122.2950744552,50,SCL,CLINK,,3427637,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319698,47.586923425884,-122.2968417695,50,SCL,CLINK,,3429247,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319699,47.586663520615,-122.2968294614,50,SCL,CLINK,,3429248,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319996,47.581033655253,-122.2950619869,50,SCL,CLINK,,3427636,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319947,47.58265371518,-122.3004431797,50,SCL,CLINK,,3429335,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319573,47.587360825629,-122.2986107849,50,SCL,CLINK,,3429272,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319571,47.58765254626,-122.2990450903,50,SCL,CLINK,,3429270,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319572,47.587353669303,-122.2990451879,50,SCL,CLINK,,3429271,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1320421,47.58836132752,-122.3050364712,50,SCL,CLINK,,3429309,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319574,47.587610881063,-122.2986218657,50,SCL,CLINK,,3429273,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319575,47.587863746875,-122.2986269625,50,SCL,CLINK,,3429274,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1316012,47.599117441419,-122.3147371021,50,SCL,CLINK,,3428079,"COMCAST SEATTLE",2021/06/14,JUATTACH,CABLE,DIRECT,,"App# 21-052",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319962,47.585825554506,-122.296319157,100,SCL,,,3429197,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1319960,47.585000400312,-122.2963263695,50,SCL,CLINK,,3429195,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319961,47.585408261444,-122.2963163489,50,SCL,CLINK,,3429196,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1320105,47.588315011465,-122.3027358404,100,SCL,,,3429289,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1320107,47.588605706241,-122.3027189145,100,SCL,,,3429290,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1320217,47.587999905687,-122.3039359792,50,SCL,CLINK,,3429307,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319953,47.582967737815,-122.2958384635,50,SCL,CLINK,,3429193,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319954,47.582973505387,-122.296328188,50,SCL,CLINK,,3429194,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1320423,47.588726144697,-122.3050897458,50,SCL,CLINK,,3429310,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1320424,47.589144080117,-122.3050853469,50,SCL,CLINK,,3429311,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1320212,47.588336799009,-122.3039434675,50,SCL,CLINK,,3429304,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319656,47.585535184742,-122.3010658305,50,SCL,CLINK,,3429325,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1320104,47.587967362382,-122.3026984684,100,SCL,,,3429288,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1320215,47.588357457476,-122.3042755949,50,SCL,CLINK,,3429306,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1320214,47.588756569295,-122.3039455964,50,SCL,CLINK,,3429305,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1305645,47.608085767447,-122.3038081286,50,SCL,METRO,,3425660,"COMCAST SEATTLE",2021/03/29,JUATTACH,CABLE,DIRECT,,"App# 19-034",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1305646,47.608083151154,-122.3032464879,33,SCL,CLINK,METRO,3425661,"COMCAST SEATTLE",2021/03/29,JUATTACH,CABLE,DIRECT,,"App# 19-034",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319587,47.581021277741,-122.2946381512,100,SCL,,,3427622,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1319853,47.586862287264,-122.3004081528,50,SCL,CLINK,,3429333,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319854,47.586705774544,-122.3009694625,50,SCL,CLINK,,3429334,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1303084,47.609535604868,-122.3095437795,50,SCL,CLINK,,3425682,"COMCAST SEATTLE",2021/02/03,JUATTACH,CABLE,DIRECT,,"App# 19-048",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319963,47.586273807327,-122.2963025699,100,SCL,,,3429252,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1319964,47.58627272267,-122.2967706525,50,SCL,CLINK,,3429253,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319965,47.586275549117,-122.2971050987,50,SCL,CLINK,,3429254,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1303082,47.610257884618,-122.309550841,50,SCL,CLINK,,3425680,"COMCAST SEATTLE",2021/02/03,JUATTACH,CABLE,DIRECT,,"App# 19-048",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1303083,47.609912516186,-122.309548636,50,SCL,CLINK,,3425681,"COMCAST SEATTLE",2021/02/03,JUATTACH,CABLE,DIRECT,,"App# 19-048",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1303085,47.609131838738,-122.3095702722,50,SCL,CLINK,,3425683,"COMCAST SEATTLE",2021/02/03,JUATTACH,CABLE,DIRECT,,"App# 19-048",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1304743,47.612812955832,-122.3076017435,50,SCL,METRO,,3427516,"COMCAST SEATTLE",2021/05/20,JUATTACH,CABLE,DIRECT,,"App# 19-058",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1304967,47.61036325319,-122.3037873244,50,SCL,CLINK,,3425786,"COMCAST SEATTLE",2021/02/10,JUATTACH,CABLE,DIRECT,,"App# 19-057",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1320376,47.579365031558,-122.2946985529,50,SCL,CLINK,,3427638,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319588,47.582563371736,-122.2957753005,50,SCL,CLINK,,3427623,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319589,47.581032074148,-122.2959316136,50,SCL,CLINK,,3427624,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319664,47.584182966951,-122.3004181794,50,SCL,CLINK,,3429327,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319665,47.583846647102,-122.3004336634,50,SCL,CLINK,,3429328,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319773,47.586271775108,-122.2979735361,33,SCL,CLINK,METRO,3429250,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319772,47.58594995256,-122.2980094705,33,SCL,CLINK,METRO,3429249,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319774,47.586272005177,-122.297614858,50,SCL,CLINK,,3429251,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319857,47.587250864795,-122.3000890061,100,SCL,,,3429276,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1319856,47.587241463454,-122.30026239,50,SCL,CLINK,,3429275,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319982,47.582149418025,-122.2957619866,50,SCL,CLINK,,3427630,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319674,47.583599593552,-122.3004301129,50,SCL,METRO,,3429332,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319676,47.587939562179,-122.2960251276,100,SCL,,,3429233,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1319671,47.583736431213,-122.3004291049,33,SCL,CLINK,METRO,3429330,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319672,47.583588030399,-122.3010077055,33,SCL,CLINK,METRO,3429331,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319865,47.589217307751,-122.300221997,50,SCL,CLINK,,3429282,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319866,47.58953020078,-122.3002194636,50,SCL,CLINK,,3429283,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319863,47.588598560368,-122.3002341529,50,SCL,CLINK,,3429280,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319864,47.588901859424,-122.3002313492,50,SCL,CLINK,,3429281,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1320120,47.586990938959,-122.3015093275,50,SCL,CLINK,,3429338,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1320124,47.585977823017,-122.3015269649,50,SCL,CLINK,,3429340,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1320118,47.587654111033,-122.3013906287,50,SCL,CLINK,,3429294,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1320119,47.58734445539,-122.3013973,50,SCL,CLINK,,3429295,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1320121,47.586603324177,-122.3015227159,50,SCL,CLINK,,3429339,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319694,47.587496147184,-122.2965118735,50,SCL,CLINK,,3429244,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319691,47.587626924181,-122.2971088974,50,SCL,CLINK,,3429241,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319692,47.587466349974,-122.2971092838,50,SCL,CLINK,,3429242,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319693,47.58726703089,-122.2971179085,50,SCL,CLINK,,3429243,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319993,47.581871186573,-122.2957557938,50,SCL,CLINK,,3427633,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319994,47.582143117499,-122.2950574664,50,SCL,CLINK,,3427634,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319995,47.581717144944,-122.2950686096,50,SCL,CLINK,,3427635,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1320294,47.583668962066,-122.2935254093,50,SCL,CLINK,,3429200,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1320405,47.585539462701,-122.3020516108,33,SCL,CLINK,METRO,3429343,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1320404,47.585542061576,-122.3025935541,33,SCL,CLINK,METRO,3429342,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1320406,47.584443862872,-122.3023202102,50,SCL,CLINK,,3429344,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319553,47.588259531194,-122.2985198734,50,SCL,CLINK,,3429268,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319682,47.588241102476,-122.2960311669,100,SCL,,,3429234,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1319872,47.58826407369,-122.2996358163,50,SCL,CLINK,,3429286,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319874,47.5882647213,-122.29903233,50,SCL,CLINK,,3429287,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319983,47.581709293859,-122.2957692162,50,SCL,CLINK,,3427631,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319685,47.588015189072,-122.2976356025,50,SCL,CLINK,,3429235,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319686,47.588232585846,-122.29763236,50,SCL,CLINK,,3429236,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319687,47.588260197094,-122.2974458241,50,SCL,CLINK,,3429237,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1320282,47.586606720526,-122.2937387031,50,SCL,CLINK,,3429198,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319794,47.58101431338,-122.2936080654,50,SCL,CLINK,,3427626,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319505,47.584012218551,-122.3017468466,100,SCL,,,3429312,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,SCL,"VALID ATTACHMENT",epmstagp.20220805_171151
1320287,47.585104652348,-122.2934833971,50,SCL,CLINK,,3429199,"COMCAST SEATTLE",2021/08/03,JUATTACH,CABLE,DIRECT,,"App# 19-197",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319688,47.588761207568,-122.2969090926,50,SCL,CLINK,,3429238,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319689,47.588246659552,-122.2969209749,50,SCL,CLINK,,3429239,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319690,47.587880423544,-122.2971057395,50,SCL,CLINK,,3429240,"COMCAST SEATTLE",2021/08/20,JUATTACH,CABLE,DIRECT,,"App# 19-198",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319881,47.579777294867,-122.2946980708,50,SCL,CLINK,,3427627,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319991,47.581032754113,-122.2955588009,50,SCL,CLINK,,3427632,"COMCAST SEATTLE",2021/06/02,JUATTACH,CABLE,DIRECT,,"App# 19-196",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1320195,47.582426946678,-122.3004436804,50,SCL,CLINK,,3429341,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319510,47.583597306836,-122.3015425218,33,SCL,CLINK,METRO,3429313,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1319562,47.585528754573,-122.2996357475,50,SCL,CLINK,,3429315,"COMCAST SEATTLE",2021/08/27,JUATTACH,CABLE,DIRECT,,"App# 19-200",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1320201,47.589528335089,-122.3050350054,50,SCL,CLINK,,3429296,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
1320202,47.589524885177,-122.3045173153,50,SCL,CLINK,,3429297,"COMCAST SEATTLE",2021/08/30,JUATTACH,CABLE,DIRECT,,"App# 19-199",,ACTIVE,ACTIVE,JOINT,"VALID ATTACHMENT",epmstagp.20220805_171151
